kategori,digit,kode,judul,deskripsi
M,5,74909,"Aktivitas Profesional, Ilmiah dan Teknis Lainnya YTDL","Kelompok ini mencakup kegiatan profesional, ilmiah dan teknik lainnnya yang tidak diklasifikasikan di tempat lain, seperti  jasa konsultasi ilmu pertanian (agronomist), konsultasi lingkungan, konsultasi teknik lain dan kegiatan konsultan selain konsultan arsitek, teknik dan manajemen. Termasuk juga jasa penyelaman dan pengangkatan benda muatan kapal tenggelam di kapal tenggelam.   Kelompok ini juga mencakup kegiatan yang dilakukan oleh agen atau perwakilan atas nama perorangan yang biasa terlibatkan dalam pembuatan gambar bergerak, produksi teater atau hiburan lainnya atau atraksi olahraga dan penempatan buku, permainan (sandiwara, musik dan lain-lain), hasil seni, fotografi dan lain-lain, dengan publiser, produser dan lain-lain."
M,2,75,Aktivitas Kesehatan Hewan,"Golongan pokok ini mencakup penyediaan perawatan kesehatan hewan dan kegiatan pengawasan untuk hewan ternak dan hewan piaraan dilakukan oleh dokter hewan yang memenuhi syarat pada rumah sakit hewan, seperti halnya ketika mengunjungi peternakan, kandang atau rumah atau di tempat lain. Di sini juga mencakup pengobatan klinik hama penyakit dan kegiatan diagnostik lainnya dari asisten dokter hewan atau personil lainnya dan kegiatan ambulans hewan."
M,3,750,Aktivitas Kesehatan Hewan,"Golongan ini mencakup penyediaan perawatan kesehatan hewan dan kegiatan pengawasan untuk hewan ternak dan hewan piaraan dilakukan oleh dokter hewan yang memenuhi syarat pada rumah sakit hewan, seperti halnya ketika mengunjungi peternakan, kandang atau rumah atau di tempat lain. Di sini juga mencakup pengobatan klinik hama penyakit dan kegiatan diagnostik lainnya dari asisten dokter hewan atau personil lainnya dan kegiatan ambulans hewan."
M,4,7500,Aktivitas Kesehatan Hewan,"Subgolongan ini mencakup :  
- Aktivitas perawatan dan pemeriksaan kesehatan hewan untuk hewan ternak  
- Aktivitas perawatan dan pemeriksaan kesehatan hewan untuk hewan piaraan    

Aktivitas ini dilakukan oleh dokter hewan yang memenuhi syarat pada di rumah sakit hewan seperti ketika mengunjungi peternakan, kandang atau rumah dalam hal konsutasi pribadi dan ruang operasi atau tempat lain.    

Subgolongan ini juga mencakup :  
- Aktivitas asisten dokter hewan atau pembantu pribadi dokter hewan lainnya  
- Aktivitas klinik patologi dan diagnosis lain terhadap hewan  
- Aktivitas ambulans hewan
- Aktivitas vaksinasi hewan  

  Subgolongan ini tdak mencakup :  
- Aktivitas pemeliharaan hewan ternak tanpa perawatan kesehatan, lihat 0162  
- Pencukuran biri-biri, lihat 0162
- Jasa pengujian kumpulan ternak, jasa droving, jasa agistment, pembersihan kandang, pengebirian kebiri, lihat 0162  
- Aktivitas yang berhubungan dengan inseminasi buatan, lihat 0162
- Aktivitas pemeliharaan hewan piaraan tanpa perawatan kesehatan, lihat 9699"
M,5,75000,Aktivitas Kesehatan Hewan,"Kelompok ini mencakup kegiatan perawatan dan pemeriksaan kesehatan hewan untuk hewan ternak dan hewan piaraan yang dilakukan oleh dokter hewan, kegiatan asisten dokter hewan atau pembantu pribadi dokter hewan lainnya, kegiatan klinik patologi dan diagnosis lain terhadap hewan, kegiatan ambulans hewan, kegiatan vaksinasi hewan dan laboratorium penelitian kesehatan hewan."
N,1,N,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya","Kategori ini mencakup berbagai macam kegiatan yang mendukung operasional usaha atau bisnis secara umum. Kegiatan ini berbeda dari kegiatan yang termasuk dalam kategori M, karena tujuan utamanya bukanlah transfer ilmu pengetahuan khusus."
N,2,77,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi,"Golongan pokok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) aset berwujud dan aset tidak berwujud non finansial, termasuk bermacam-macam barang berwujud, seperti kendaraan, komputer, barang konsumen dan mesin dan peralatan industri, kepada konsumen sebagai pengganti pembayaran sewa atau jangka waktu persewaan. Izin penggunaan aset, seperti paten, trade mark, brand name dan/atau perjanjian franchise untuk pembayaran royalti dan balas jasa lisensi yang dibayarkan pada pemilik aset, juga termasuk pada golongan pokok ini."
N,3,771,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya","Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing) jenis kendaraan seperti mobil penumpang (tanpa sopir), truk, trailer atau gandengan dan kendaraan rekreasi. Golongan ini tidak mencakup kegiatan persewaan atau leasing kendaraan dan trailer atau gandengan dengan sopir dan leasing finansial."
N,4,7710,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya","Subgolongan ini mencakup :  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) berbagai jenis kendaraan, seperti mobil penumpang, truk, trailer (kereta gandeng) dan kendaraan rekreasi tanpa sopir    

Subgolongan ini tidak mencakup :  
- Kegiatan penyewaan bus atau truk dengan sopir, lihat golongan 492, 494  
- Kegiatan pembiayaan/financial leasing, lihat 6491"
N,5,77100,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya","Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis alat transportasi darat tanpa operatornya seperti mobil, truk dan mobil derek. Penyewaan atau sewa guna usaha tanpa hak opsi alat transportasi darat dengan operatornya dicakup dalam golongan 492 dan 494. Penyewaan sepeda dicakup dalam kelompok 77210."
N,3,772,Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi barang pribadi dan rumah tangga,"Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) barang pribadi dan rumah tangga seperti halnya kegiatan penyewaan peralatan olahraga dan rekreasi serta video tape. Kegiatan ini umumnya mencakup penyewaan jangka pendek barang meskipun untuk kondisi tertentu, barang tersebut mungkin disewa untuk jangka panjang."
N,4,7721,Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi alat rekreasi dan olahraga,"Subgolongan ini mencakup :  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat rekreasi dan olahraga, seperti kapal pesiar, perahu kano, perahu layar, sepeda, kursi dan payung pantai, alat olahraga lainnya termasuk peralatan ski  

Subgolongan ini tidak mencakup :  
- Kegiatan penyewaan kaset video dan disket, lihat 7722
- Kegiatan penyewaan barang pribadi dan rumah tangga lainnya, lihat 7729 
- Kegiatan penyewaan alat untuk hobi dan kesenangan sebagai bagian terintegrasi dari fasilitas rekreasi, lihat 9329"
N,5,77210,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat rekreasi dan Olahraga,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rekreasi dan olahraga, seperti peralatan olahraga air, perahu kano dan perahu layar, kurdi dan payung pantai, sepeda dan peralatan olahraga lainnya. Termasuk peralatan ski dan kapal pesiar. Sewa guna usaha dengan hak opsi (financial leasing) dicakup dalam 6491."
N,4,7722,"Aktivitas penyewaan kaset video, CD, VCD/DVD Dan Sejenisnya","Subgolongan ini mencakup penyewaan kaset video, rekaman, CD, VCD/DVD dan lain-lain."
N,5,77220,"Aktivitas Penyewaan Kaset Video, CD, VCD/DVD Dan Sejenisnya","Kelompok ini mencakup kegiatan penyewaan barang-barang hasil perekaman, seperti video tape, kaset video, rekaman, CD, VCD/DVD, MP3 dan sejenisnya."
N,4,7729,Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi barang pribadi dan rumah tangga lain ytdl,"Subgolongan ini mencakup kegiatan penyewaan semua jenis barang pribadi atau rumah tangga, untuk keperluan rumah tangga atau industri (kecuali alat rekreasi dan olahraga)    

Subgolongan ini mencakup :  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi semua jenis barang pribadi atau rumah tangga, seperti tekstil, pakaian jadi dan alas kaki, perhiasan, furnitur rumah tangga, tembikar dan gelas, alat makan minum dan dapur, alat listrik, perabot rumah tangga  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat musik
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi peralatan pesta, seperti dekor dan kostum  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi barang cetakan dan penerbitan, seperti buku, jurnal, majalah  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi bunga dan tanaman
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi mesin dan alat untuk amatir atau sebagai hobi misal alat perkakas untuk memperbaiki rumah  
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat elektronik untuk penggunaan rumah tangga       

Subgolongan ini tidak mencakup :  
- Kegiatan pembiayaan (financial leasing), lihat 6491
- Kegiatan penyewaan mobil, truk, trailer dan kendaraan rekreasi tanpa sopir, lihat 7710  
- Kegiatan penyewaan barang rekreasi dan olahraga, lihat 7721
- Kegiatan penyewaan kaset video dan disket, lihat 7722
- Kegiatan penyewaan sepeda motor dan karavan tanpa sopir, lihat 7731
- Kegiatan penyewaan furnitur kantor, lihat 7739
- Penyiapan kain linen, seragam kerja, dan barang terkait oleh penatu, lihat 9620"
N,5,77291,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Pesta,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi semua jenis barang untuk keperluan pesta, seperti tenda, kursi tamu, kursi pelamin dan dekor serta kostum, peralatan makan dan saji, peralatan musik dan perlengkapan pesta lainnya."
N,5,77292,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rumah tangga dan  pribadi termasuk furnitur, peralatan dapur dan alat rumah tangga dari listrik, seperti tekstil, pakaian jadi, alas kaki, perhiasan, tempat tidur, lemari, panci, kompor, pisau, mesin cuci, kulkas, dispenser, dan lain-lain. Sewa guna usaha dengan hak opsi (financial leasing) dicakup pada 6491."
N,5,77293,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Hasil Pencetakan Dan Penerbitan,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) barang-barang hasil pencetakan dan penerbitan, seperti buku, majalah, komik, kliping koran dan lain-lain."
N,5,77294,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Bunga Dan Tanaman Hias,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (opeartional leasing) semua jenis bunga dan tanaman hias, seperti tanaman untuk pesta, dan lain-lain."
N,5,77295,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat  Musik,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) peralatan musik, seperti gitar, drum, organ dan alat musik lainnya."
N,5,77299,Aktivitas penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya YTDL,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rumah tangga dan pribadi yang belum diklasifikan dalam kelompok 77291 s.d. 77295, seperti peralatan elektronik rumah tangga, televisi, radio, mesin dan perkakas rumah tangga yang biasanya merupakan peralatan hobi untuk memperbaiki peralatan rumah tangga, dan lain-lain. Termasuk kegiatan penyewaan ikan hias dengan akuarium, dapat dilengkapi dengan usaha jasa perawatan dan pembersihannya."
N,3,773,"Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi mesin, peralatan dan barang berwujud lainnya","Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing) mesin, peralatan dan barang berwujud lainnya, tanpa operator yang umumnya dipakai sebagai barang modal usaha. Golongan ini juga mencakup semua jenis peralatan yang digunakan dalam proses produksi.   

Golongan ini tidak mencakup kegiatan penyewaan mesin atau peralatan pertanian dan kehutanan dengan operator (0161 dan 0240), mesin dan peralatan konstruksi dan bangunan sipil dengan operator (Golongan pokok 43), alat transportasi air dengan operator (Golongan pokok 50), alat transportasi udara dengan operator (Golongan pokok 51),  kegiatan pembiayaan (finansial leasing masuk 6491) dan kapal pesiar dan sepeda (7721).  Penyewaan kendaraan bermotor roda empat atau lebih tanpa operator baik untuk penumpang, rekreasi dan lainnya masuk golongan 771."
N,4,7731,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Transportasi,"Subgolongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing) mesin, peralatan dan barang berwujud tanpa operator yang umumnya dipakai sebagai barang modal usaha. Golongan ini juga mencakup semua jenis peralatan yang digunakan dalam proses produksi.
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat transportasi darat (selain mobil, bus, truk, dan sejenisnya) tanpa sopir, seperti sepeda motor, karavan dan camper dan lain-lain dan kendaraan kereta api (kendaraan yang menggunakan rel)
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat transportasi air tanpa operator, seperti perahu boat dan kapal komersil 
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat transportasi udara tanpa operator, seperti pesawat terbang dan balon udara 

Subgolongan ini tidak mencakup :
- Kegiatan penyewaan alat tranportasi air dengan operator, lihat bagiaan 50
- Kegiatan penyewaan alat trasportasi udara dengan operator, lihat bagian 51
- Kegiatan penyewaan kapal pesiar, lihat 7721
- Kegiatan penyewaan sepeda, lihat 7721"
N,5,77311,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Darat Bukan Kendaraan Bermotor Roda Empat Atau Lebih,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis alat transportasi darat bukan kendaraan bermotor roda empat atau lebih (mobil, bis, truk dan sejenisnya) tanpa operatornya, seperti sepeda motor, caravan, camper, railroad vehicle dan sejenisnya. Kelompok ini juga mencakup usaha persewaan peti kemas (container). Persewaan alat transportasi darat dengan operatornya dicakup dalam subgolongan 4922, 4942 dan 4943. Penyewaan alat transportasi darat kendaraan bermotor roda empat atau lebih (mobil, bus, truk dan sejenisnya) tanpa operatornya masuk dalam 77100. Penyewaan sepeda dicakup dalam 77210."
N,5,77312,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Air,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat transportasi air tanpa operatornya, seperti motor boat, perahu, kapal dan sejenisnya. Penyewaan alat transportasi air dengan operatornya dicakup dalam golongan pokok 50 pada kelompok yang bersesuaian. Penyewaan kapal pesiar dicakup dalam 77210."
N,5,77313,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Udara,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat transportasi udara tanpa operatornya, seperti pesawat terbang, balon udara dan sejenisnya. Penyewaan alat transportasi udara dengan operatornya dicakup dalam golongan pokok 51 pada kelompok yang bersesuaian."
N,5,77319,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Lainnya,Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat transportasi lainnya.
N,4,7732,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin dan Peralatan Industri Kreatif,"Subgolongan ini mencakup kegiatan penyewaan dan sewa guna barang hak tanpa opsi berupa alat kebutuhan produksi konten kreasi yang mencakup alat rekam gambar & suara, serta alat prosesing digital. 

Subgolongan ini tidak mencakup:
- Kegiatan pembiayaan (financial leasing), lihat 6491"
N,5,77321,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Perekaman Gambar & Editing,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin, peralatan dan barang kebutuhan shooting yang mencakup sewa alat rekam gambar dan suara berupa kamera, media rekam, pencahayaan, alat editing, alat motion control dan kebutuhan alat penunjang lain yang terkait dengan aktivitas 5911 dan 5912. "
N,5,77322,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Alat Bantu Teknologi Digital,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin, peralatan dan barang kebutuhan teknologi digital yang mencakup sewa render farm, sewa motion capture, sewa 3D scanner, dan kebutuhan penunjang lain yang terkait aktivitas 5911 dan 5912. Sewa lisensi software dicakup dalam 58200."
N,5,77323,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Kebutuhan MICE ,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin, dan peralatan barang dekorasi kebutuhan Meeting, Incentive, Convention, and Exhibition (MICE) dan penunjang lainnya."
N,5,77329,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin dan Peralatan Industri Kreatif Lainnya,Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan industri kreatif lainnya. Sewa lisensi software termasuk kelompok 58200.
N,4,7739,"Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin, Peralatan, dan Barang Berwujud Lainnya","Subgolongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing)  mesin, peralatan dan barang berwujud lainnya, tanpa operator yang umumnya dipakai sebagai barang modal usaha. Golongan ini juga mencakup semua jenis peralatan yang digunakan dalam proses produksi.
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi tanpa operator, dari mesin dan alat lain yang secara umum digunakan sebagai barang modal oleh industri, seperti mesin penggerak atau uap dan turbin, perkakas mesin, alat pertambangan dan perminyakan, peralatan alat pengukur dan pemeriksa, mesin ilmiah, komersil dan industri lainnya
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat pertanian dan kehutanan tanpa operator, seperti persewaan produk yang dihasilkan oleh subgolongan 2821, contohnya traktor pertanian dan lain-lain
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi alat konstruksi dan teknik sipil tanpa operator, seperti lori derek (crane lorries) dan tangga dan panggung kerja, tanpa pemancangan dan pembongkaran (scaffold dan work platform)
- Kegiatan penyewaan dan sewa guna usaha tanpa hak opsi mesin dan alat kantor tanpa operator, seperti komputer dan peralatan piranti komputer, mesin duplikasi, mesin ketik dan mesin pengolah kata, mesin dan alat penghitung seperti cash register, kalkulator elektronik dan furnitur kantor Subgolongan ini juga mencakup :
- Kegiatan penyewaan kontainer akomodasi atau kantor
- Kegiatan penyewaan kontainer
- Kegiatan penyewaan pallet (alas kontainer)
- Kegiatan penyewaan hewan (misal ternak, kuda pacu)

Subgolongan ini tidak mencakup :
- Kegiatan penyewaan mesin atau alat pertanian dan kehutanan dengan operator, lihat 0161, 0240
- Kegiatan penyewaan mesin atau alat konstruksi dan teknik sipil dengan operator, lihat bagian 43 
"
N,5,77391,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin dan Peralatan Industri Pengolahan,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan industri tanpa operator yang secara umum digunakan sebagai barang modal oleh perusahaan, seperti mesin tekstil, mesin pengolahan atau pengerjaan logam dan kayu, mesin percetakan dan mesin las listrik. Termasuk perkakas mesin, alat untuk produksi alat pengukur dan pemeriksa dan mesin ilmiah, komersil dan industri lainnya."
N,5,77392,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Pertanian Dan Peralatannya,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan pertanian dan kehutanan tanpa operator termasuk perlengkapannya, seperti mesin dan peralatan yang dihasilkan oleh subgolongan 2821, sebagai contoh traktor pertanian dan sejenisnya. Penyewaan mesin dan peralatan pertanian dan kehutanan dengan operatornya termasuk perlengkapannya secara berturut-turut dimasukkan dalam subgolongan 0161 dan 0240."
N,5,77393,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Konstruksi Dan Teknik Sipil,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan konstruksi dan teknik sipil termasuk perlengkapannya tanpa operatornya, seperti lori derek (crane lorries), tangga dan panggung kerja (scaffold dan work platform) tidak termasuk pemasangan dan pemancangannya dan sejenisnya. Penyewaan mesin dan peralatan konstruksi dan teknik sipil termasuk perlengkapannya dengan operatornya dimasukkan dalam 43905."
N,5,77394,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak opsi Mesin Kantor Dan Peralatannya,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis mesin kantor dan peralatannya tanpa operator, seperti mesin tik, mesin akuntansi, mesin dan peralatan penghitung (cash register, kalkulator elektronik dan lain-lain), mesin pengolah data, mesin fotokopi, furnitur kantor dan sejenisnya. Termasuk penyewaan komputer dan perlengkapannya tanpa operatornya."
N,5,77395,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin Pertambangan dan Energi serta Peralatannya,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan pertambangan dan penggalian tanpa operator yang secara umum digunakan sebagai barang modal oleh perusahaan, seperti mesin pembangkit listrik. Termasuk mesin penggerak atau uap dan turbin, alat pertambangan dan perminyakan, peralatan radio dan komunikasi profesional."
N,5,77399,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin, Peralatan dan Barang Berwujud Lainnya YTDL","Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin, peralatan dan barang berwujud ytdl dalam subgolongan 7730 yang secara umum digunakan sebagai barang modal, seperti kontainer untuk tempat tinggal atau kantor, palet (alat pengangkat kontainer) dan sejenisnya. Termasuk penyewaan hewan ternak, kuda pacu dan sejenisnya."
N,3,774,"Sewa guna usaha tanpa hak opsi aset non finansial, bukan karya hak cipta","Golongan ini mencakup kegiatan yang mengizinkan pihak lain menggunakan aset non finansial di mana pembayaran royalti atau balas jasa lisensi dibayarkan pada pemilik aset. Pengguna aset ini dapat menggunakan berbagai bentuk, seperti izin untuk reproduksi, penggunaan pada produk atau proses selanjutnya, pengoperasian bisnis atau usaha dengan cara franchise atau waralaba dan lain-lain.     

Golongan ini mencakup kegiatan sewa guna usaha tanpa hak opsi (operational leasing)  aset tak berwujud non finansial (bukan karya cipta yang dilindungi seperti buku atau software), seperti halnya penerima royalti atau balas jasa lisensi untuk penggunaan hak paten, seperti trade mark atau service mark, brand name, izin eksplorasi mineral, perjanjian franchise atau waralaba dan aset tak berwujud non finansial lainnya."
N,4,7740,"Sewa guna usaha tanpa hak opsi Intelektual Properti, bukan karya hak cipta","Subgolongan ini mencakup kegiatan yang memperbolehkan pihak lain untuk menggunakan aset non finansial di mana pembayaran royalti atau balas jasa lisensi yang dibayar ke pemegang aset. Penggunaan aset tersebut dapat berbagai macam bentuk, seperti izin reproduksi, digunakan dalam proses atau produksi  berikut, pengoperasian bisnis di bawah sistem waralaba dan lain-lain. Pemilik sekarang mungkin yang membuat atau mungkin tidak aset tersebut.    

Subgolongan ini mencakup :  
- Sewa guna usaha tanpa hak opsi (operational leasing) intelektual properti yang tak berwujud (bukan karya/hak cipta seperti buku atau piranti lunak)  
- Penerimaan royalti atau balas jasa lisensi untuk penggunaan, seperti entitas yang dipatenkan, trade mark dan service mark, brand name, hak eksplorasi barang tambang/mineral, perjanjian franchise/waralaba dan intelektual properti yang tak berwujud lainnya    

Subgolongan ini tidak mencakup :  
- Penerimaan pendapatan dari hak dan penerbitan buku dan software, film dan musik, lihat golongan pokok  58, 59  
- Produksi, produksi kembali dan distribusi karya/hak cipta (buku, piranti lunak, film), lihat golongan pokok 58, 59 
- Kegiatan penyewaan real estat, lihat 681
- Kegiatan penyewaan aset berwujud (barang), lihat kelompok 771, 772, 773
- Kegiatan penyewaan kaset video dan disket, lihat 7722
- Kegiatan penyewaan buku, lihat 7729"
N,5,77400,"Sewa Guna Usaha Tanpa Hak Opsi Intelektual Properti, Bukan Karya Hak Cipta","Kelompok ini mencakup usaha yang kegiatan memperbolehkan pihak lain menggunakan aset non finansial di mana pembayaran royalti atau balas jasa lisensi yang dibayar ke pemegang aset. Penggunaan aset tersebut dapat berbagai macam bentuk, seperti izin reproduksi, digunakan dalam proses atau produksi  berikut, pengoperasian bisnis di bawah sistem waralaba dan lain-lain. Pemilik intelektual properti dapat sekaligus pembuatnya atau juga bukan. kegiatan yang dicakup meliputi sewa guna usaha tanpa hak opsi (operational leasing) intelektual properti yang tak berwujud (bukan karya/hak cipta seperti buku atau piranti lunak) dan penerimaan royalti atau balas jasa lisensi untuk penggunaan, seperti entitas yang dipatenkan, trade mark dan service mark, brand name, hak eksplorasi barang tambang/mineral, perjanjian franchise/waralaba dan intelektual properti yang tak berwujud lainnya."
N,2,78,Aktivitas Ketenagakerjaan,"Golongan pokok ini mencakup kegiatan pendaftaran pekerjaan dan penempatan tenaga kerja pada suatu pekerjaan, di mana penunjukkan atau penempatan pencari kerja yang bukan pekerja atau buruh perusahaan jasa penyedia tenaga kerja untuk pemberi kerja pada jangka waktu terbatas dalam rangka penambahan tenaga kerja dan kegiatan penyediaan sumber daya manusia dan manajemen sumber daya manusia untuk pihak lain berdasarkan balas jasa dan kontrak. Golongan pokok ini mencakup kegiatan pencarian dan penempatan pekerja atau buruh eksekutif, termasuk untuk pemilihan pemain teater."
N,3,781,Aktivitas penempatan tenaga kerja,"Golongan ini mencakup kegiatan pemenuhan permintaan tenaga kerja dengan pendaftaran pekerjaan dan penempatan tenaga kerja pada suatu pekerjaan, di mana penetapan dan penempatan individu yang bukan pegawai perusahaan penempatan tenaga kerja. Golongan ini mencakup kegiatan pencarian, penyeleksian dan penempatan, termasuk pencarian dan penempatan pekerja atau buruh eksekutif,  pemilihan pemain teater, agen penempatan pekerja secara on-line. Golongan ini tidak mencakup kegiatan sponsor artis atau pemain teater perorangan."
N,4,7810,Aktivitas penempatan tenaga kerja,"Subgolongan ini mencakup pendaftaran pekerjaan dan penempatan tenaga kerja pada suatu pekerjaan, di mana seseorang yang ditempatkan bukan sebagai pekerja dari perusahaan penempatan tenaga kerja.    

Subgolongan ini mencakup :  
- Pencarian pekerja atau buruh, penyeleksian dan penempatan termasuk pencarian dan penempatan pekerja atau buruh eksekutif 
- Kegiatan agensi casting seperti pemilihan pemain teater dan sejenisnya
- Kegiatan penempatan tenaga kerja on-line

Subgolongan ini tidak mencakup :  
- Kegiatan agen atau sponsor artis dan pemain teater perorangan, lihat 7490"
